@attribute SRC_ADD string
@attribute DES_ADD string
@attribute PKT_ID numeric
@attribute FROM_NODE numeric
@attribute TO_NODE numeric
@attribute PKT_TYPE {tcp,ack,cbr,ping}
@attribute PKT_SIZE numeric
@attribute FLAGS {-------,---A---}
@attribute FID numeric
@attribute SEQ_NUMBER numeric
@attribute NUMBER_OF_PKT numeric
@attribute NUMBER_OF_BYTE numeric
@attribute NODE_NAME_FROM {Switch1,Router,server1,router,clien-4,client-2,Switch2,client-5,clien-9,clien-2,clien-1,clien-14,clien-5,clien-11,clien-13,clien-0,switch1,client-4,clienthttp,clien-7,clien-19,client-14,clien-12,clien-8,clien-15,webserverlistin,client-18,client-1,switch2,clien-6,client-10,client-7,webcache,clien-10,client-15,clien-3,client-17,client-16,clien-17,clien-18,client-12,client-8,client-0,clien-16,client-13,client-11,client-6,client-3,client-9,client-19,http_client}
@attribute NODE_NAME_TO {Router,server1,Switch2,Switch1,clien-1,clien-5,clien-7,switch1,clien-11,clien-15,clien-13,clien-3,clien-9,clien-6,router,clien-4,clien-14,switch2,clien-8,clienthttp,webcache,clien-10,clien-12,webserverlistin,clien-0,clien-2,http_client,client-13,client-9,client-1,client-19,client-4,client-17,client-7,client-3,client-12,client-2,clien-18,client-16,clien-17,client-0,clien-16,client-18,client-5,client-11,client-14,client-8,client-6,client-10,clien-19,client-15}
@attribute PKT_IN numeric
@attribute PKT_OUT numeric
@attribute PKT_R numeric
@attribute PKT_DELAY_NODE numeric
@attribute PKT_RATE numeric
@attribute BYTE_RATE numeric
@attribute PKT_AVG_SIZE numeric
@attribute UTILIZATION numeric
@attribute PKT_DELAY numeric
@attribute PKT_SEND_TIME numeric
@attribute PKT_RESEVED_TIME numeric
@attribute FIRST_PKT_SENT numeric
@attribute LAST_PKT_RESEVED numeric
@attribute PKT_CLASS {Normal,UDP-Flood,Smurf,SIDDOS,HTTP-FLOOD}

@data
9.2,24.51,754,23,24,cbr,1500,-------,30,33,9108,13662000,router,server1,1.753949,1.756229,1.766349,0.00228,1016.496869,1524750,1500,0.130291,0.03492,1.731429,1.766349,1,9.960185,UDP-Flood
9.1,24.29,488458,21,23,cbr,1000,-------,30,2262,6250,6250000,Switch1,Router,43.10608,43.106767,43.116847,0.000687,124.940828,124941,1000,0.059605,0.00145,43.096,43.12769,25,75.02368,Normal
24.5,5,249010,23,21,ack,55,-------,6,7762,16091,885005,Router,Switch1,24.667006,24.667006,24.67701,0,328.204851,18051.3,55,0.00844,0,24.657003,24.687013,1.030042,50.057349,Normal
25,20,596545,21,20,ack,384,-------,0,200361,563,216192,Switch1,http_client,57.156105,57.156105,57.192249,0,7.560447,2903.21,384,0.002062,0,57.10993,57.192249,1.27255,75.739051,Normal
0.1,24.2,429942,0,21,cbr,1000,-------,21,1701,6250,6250000,clien-0,Switch1,38.608,38.608,38.61808,0,124.944425,124944,1000,0.059605,0.00017,38.608,38.63841,25,75.02224,Normal
24.1,1,403495,23,21,ack,55,-------,2,11673,16091,885005,Router,Switch1,36.587798,36.587798,36.597802,0,328.297902,18056.4,55,0.00844,0,36.577795,36.607805,1.030016,50.043427,Normal
2,24.2,216108,2,21,tcp,1540,-------,3,6743,16091,24780100,clien-2,Switch1,21.561503,21.561503,21.571627,0,328.26404,505526,1540,0.236321,0,21.561503,21.591873,1,50.018467,Normal
12.1,24.32,440914,22,23,cbr,1000,-------,33,1806,6250,6250000,Switch2,Router,39.45808,39.45816,39.46824,0.00008,124.943426,124943,1000,0.059605,0.000243,39.448,39.478483,25,75.02264,Normal
8,24.8,345532,23,24,tcp,1540,-------,9,10217,16088,24775500,Router,server1,32.151522,32.151522,32.161645,0,328.11323,505294,1540,0.236278,0,32.131275,32.161645,1,50.031854,Normal
10,24.1,165305,22,23,tcp,1540,-------,11,5167,16103,24798600,Switch2,Router,16.789141,16.789141,16.799265,0,328.561898,505985,1540,0.236498,0,16.779018,16.809388,1,50.010552,Normal
5.1,24.25,604598,23,24,cbr,1000,-------,26,4413,6250,6250000,Router,server1,60.32456,60.32496,60.33504,0.0004,124.942427,124942,1000,0.059605,0.0008,60.304,60.33504,25,75.02304,Normal
25.1,26,11894,25,26,tcp,55,-------,1,44,5630,309650,webcache,webserverlistin,12.08496,12.08496,12.1156,0,656.270166,36094.9,55,0.002953,0.03064,12.08496,12.1156,1.417136,9.99592,Normal
4,24.4,304793,23,24,tcp,1540,-------,5,9199,16091,24780100,Router,server1,29.027678,29.027678,29.037802,0,328.217832,505455,1540,0.236321,0,29.007432,29.037802,1,50.025368,Normal
4.1,24.24,349233,23,24,cbr,1000,-------,25,927,6250,6250000,Router,server1,32.436998,32.437841,32.447921,0.000843,124.942826,124943,1000,0.059605,0.001681,32.416,32.447921,25,75.02288,Normal
2,24.2,169022,23,24,tcp,1540,-------,3,5274,16091,24780100,Router,server1,17.148402,17.148402,17.158525,0,328.26404,505526,1540,0.236321,0,17.128155,17.158525,1,50.018467,Normal
16.1,24.36,597024,22,23,cbr,1000,-------,37,4037,6250,6250000,Switch2,Router,57.30608,57.30656,57.31664,0.00048,124.941827,124942,1000,0.059605,0.00104,57.296,57.32728,25,75.02328,Normal
24.2,2,569547,23,21,ack,55,-------,3,15858,16091,885005,Router,Switch1,49.323045,49.323045,49.333048,0,328.26412,18054.5,55,0.00844,0,49.313042,49.343051,1.030022,50.048477,Normal
5,24.5,522852,21,23,tcp,1540,-------,6,14690,16091,24780100,Switch1,Router,45.744226,45.744226,45.754349,0,328.204637,505434,1540,0.236321,0,45.734103,45.764472,1,50.027339,Normal
7,24.7,36640,21,23,tcp,1540,-------,8,1143,16090,24778600,Switch1,Router,4.668859,4.668859,4.678982,0,328.167486,505378,1540,0.236307,0,4.658736,4.689106,1,50.029842,Normal
24.8,8,206722,23,21,ack,55,-------,9,6438,16088,884840,Router,Switch1,20.688512,20.688512,20.698515,0,328.113525,18046.2,55,0.008438,0,20.678509,20.708518,1.030054,50.061864,Normal
5.1,24.25,612789,21,23,cbr,1000,-------,26,4820,6250,6250000,Switch1,Router,63.57008,63.57048,63.58056,0.0004,124.942427,124942,1000,0.059605,0.0008,63.56,63.59104,25,75.02304,Normal
24.5,5,31615,24,23,ack,55,-------,6,976,16091,885005,server1,Router,4.186237,4.186237,4.19624,0,328.204851,18051.3,55,0.00844,0,4.186237,4.216246,1.030042,50.057349,Normal
24.4,4,503340,24,23,ack,55,-------,5,14188,16091,885005,server1,Router,44.237483,44.237483,44.247486,0,328.218006,18052,55,0.00844,0,44.237483,44.267493,1.030035,50.055377,Normal
9,24.9,413325,21,23,tcp,1540,-------,10,11927,16085,24770900,Switch1,Router,37.341636,37.341636,37.351759,0,328.063862,505218,1540,0.236234,0.000684,37.331513,37.362566,1,50.030088,Normal
2,24.2,410307,23,24,tcp,1540,-------,3,11862,16091,24780100,Router,server1,37.120212,37.120551,37.130674,0.000339,328.26404,505526,1540,0.236321,0.000339,37.099965,37.130674,1,50.018467,Normal
24.1,10,43839,22,10,ack,55,-------,11,1368,16103,885665,Switch2,clien-10,5.357144,5.357144,5.367147,0,328.561918,18070.9,55,0.008446,0,5.337138,5.367147,1.030013,50.040562,Normal
13,24.13,536788,13,22,tcp,1540,-------,14,15050,16103,24798600,clien-13,Switch2,46.801336,46.801336,46.811459,0,328.460131,505828,1540,0.236498,0.001108,46.801336,46.832813,1,50.025737,Normal
11.2,24.53,29207,22,23,cbr,1500,-------,32,1116,9108,13662000,switch2,router,28.219263,28.219263,28.229383,0,1016.449678,1524670,1500,0.130291,0.03048,28.209143,28.239623,1,9.960601,UDP-Flood
7,24.7,290188,21,23,tcp,1540,-------,8,8825,16090,24778600,Switch1,Router,27.896776,27.896776,27.906899,0,328.167486,505378,1540,0.236307,0,27.886653,27.917022,1,50.029842,Normal
13.2,24.55,22946,13,22,cbr,1500,-------,34,878,9108,13662000,client-13,switch2,22.357714,22.357954,22.368074,0.00024,1016.443439,1524670,1500,0.130291,0.0336,22.357714,22.391314,1,9.960656,UDP-Flood
7.2,24.49,34939,23,24,cbr,692,-------,28,1407,9588,6634900,router,server1,33.563665,33.56373,33.573785,0.000065,1066.08599,737732,692,0.063275,0.031071,33.542714,33.573785,1,9.993646,UDP-Flood
8.2,24.5,33279,23,24,cbr,692,-------,29,1277,9108,6302740,router,server1,32.075649,32.128022,32.138077,0.052373,1016.516723,703430,692,0.060108,0.125506,32.012571,32.138077,1,9.96001,UDP-Flood
8.1,24.28,254693,8,21,cbr,1000,-------,29,20,6250,6250000,clien-8,Switch1,25.16,25.16,25.17008,0,124.941228,124941,1000,0.059605,0.001427,25.16,25.191667,25,75.02352,Normal
18.2,24.6,55839,18,22,cbr,1500,-------,39,2025,8655,12982500,client-18,switch2,53.013571,53.013571,53.023691,0,962.684973,1444030,1500,0.123811,0.128989,53.013571,53.14256,1,9.99048,UDP-Flood
6.1,24.26,407119,23,24,cbr,1000,-------,27,1482,6250,6250000,Router,server1,36.876589,36.877113,36.887193,0.000524,124.942027,124942,1000,0.059605,0.000953,36.856,36.887193,25,75.0232,Normal
2.2,24.44,66830,23,24,cbr,1500,-------,23,2432,8655,12982500,router,server1,63.437006,63.437486,63.447606,0.00048,962.684973,1444030,1500,0.123811,0.03132,63.416286,63.447606,1,9.99048,UDP-Flood
24.3,3,191415,23,21,ack,55,-------,4,5964,16091,885005,Router,Switch1,19.247462,19.247462,19.257465,0,328.241051,18053.3,55,0.00844,0,19.237459,19.267468,1.030029,50.051929,Normal
25.1,26,33217,25,26,tcp,55,-------,1,44,5630,309650,webcache,webserverlistin,31.963872,31.963872,31.994512,0,656.270166,36094.9,55,0.002953,0.03064,31.963872,31.994512,1.417136,9.99592,Normal
24.7,7,131009,21,7,ack,55,-------,8,4077,16090,884950,Switch1,clien-7,13.570933,13.570933,13.580936,0,328.167767,18049.2,55,0.00844,0,13.550926,13.580936,1.030051,50.059851,Normal
0,24,129831,0,21,tcp,1540,-------,1,4062,16091,24780100,clien-0,Switch1,13.440712,13.440712,13.450835,0,328.316229,505606,1540,0.236321,0,13.440712,13.471082,1,50.010675,Normal
12,24.12,439122,23,24,tcp,1540,-------,13,12590,16103,24798600,Router,server1,39.331707,39.331707,39.34183,0,328.491489,505876,1540,0.236498,0,39.311461,39.34183,1,50.021057,Normal
24.13,13,105279,23,22,ack,55,-------,14,3277,16103,885665,Router,Switch2,11.134427,11.134427,11.14443,0,328.460278,18065.3,55,0.008446,0,11.124424,11.154434,1.030032,50.055747,Normal
24.6,6,124578,24,23,ack,55,-------,7,3882,16091,885005,server1,Router,12.945656,12.945656,12.955659,0,328.19309,18050.6,55,0.00844,0,12.945656,12.975666,1.030048,50.059112,Normal
19.2,24.61,63801,23,24,cbr,692,-------,40,2447,9108,6302740,router,server1,60.562338,60.565679,60.575735,0.003341,1016.418257,703362,692,0.060108,0.037449,60.538286,60.575735,1,9.960878,UDP-Flood
24.8,8,237068,23,21,ack,55,-------,9,7390,16088,884840,Router,Switch1,23.541678,23.541678,23.551681,0,328.113525,18046.2,55,0.008438,0,23.531675,23.561684,1.030054,50.061864,Normal
4.2,24.46,27397,4,21,cbr,1500,-------,25,1157,10050,15075000,client-4,switch1,26.542,26.54224,26.55236,0.00024,1118.27935,1677420,1500,0.143766,0.0306,26.542,26.5726,1,9.987021,UDP-Flood
24.6,6,135035,21,6,ack,55,-------,7,4208,16091,885005,Switch1,clien-6,13.948531,13.948531,13.958534,0,328.19309,18050.6,55,0.00844,0,13.928524,13.958534,1.030048,50.059112,Normal
12,24.12,372119,23,24,tcp,1540,-------,13,10900,16103,24798600,Router,server1,34.191531,34.191916,34.202039,0.000385,328.491489,505876,1540,0.236498,0.000385,34.171285,34.202039,1,50.021057,Normal
11,24.11,559639,22,23,tcp,1540,-------,12,15624,16103,24798600,Switch2,Router,48.564514,48.564514,48.574637,0,328.522879,505925,1540,0.236498,0.000184,48.55439,48.584944,1,50.016373,Normal
10,24.1,149699,10,22,tcp,1540,-------,11,4677,16103,24798600,clien-10,Switch2,15.311358,15.311358,15.321482,0,328.561898,505985,1540,0.236498,0,15.311358,15.341728,1,50.010552,Normal
24.1,10,348433,23,22,ack,55,-------,11,10293,16103,885665,Router,Switch2,32.363622,32.363622,32.373626,0,328.561918,18070.9,55,0.008446,0,32.353619,32.383629,1.030013,50.040562,Normal
13,24.13,65889,22,23,tcp,1540,-------,14,2061,16103,24798600,Switch2,Router,7.422032,7.422032,7.432155,0,328.460131,505828,1540,0.236498,0,7.411909,7.442278,1,50.025737,Normal
8,24.8,335539,23,24,tcp,1540,-------,9,9970,16088,24775500,Router,server1,31.384363,31.384363,31.394486,0,328.11323,505294,1540,0.236278,0,31.364117,31.394486,1,50.031854,Normal
24.14,14,523374,24,23,ack,55,-------,15,14702,16103,885665,server1,Router,45.773402,45.773402,45.783405,0,328.432001,18063.8,55,0.008446,0,45.773402,45.803411,1.030038,50.059974,Normal
24,0,87198,23,21,ack,55,-------,1,2718,16091,885005,Router,Switch1,9.43457,9.43457,9.444573,0,328.316229,18057.4,55,0.00844,0,9.424566,9.454576,1.03001,50.040685,Normal
8,24.8,344216,8,21,tcp,1540,-------,9,10186,16088,24775500,clien-8,Switch1,32.03077,32.03077,32.040894,0,328.11323,505294,1540,0.236278,0,32.03077,32.06114,1,50.031854,Normal
10,24.1,155052,22,23,tcp,1540,-------,11,4849,16103,24798600,Switch2,Router,15.823567,15.823567,15.83369,0,328.561898,505985,1540,0.236498,0,15.813444,15.843813,1,50.010552,Normal
3,24.3,336202,3,21,tcp,1540,-------,4,9989,16091,24780100,clien-3,Switch1,31.415274,31.415274,31.425397,0,328.240918,505490,1540,0.236321,0,31.415274,31.445644,1,50.02192,Normal
12,24.12,13913,12,22,tcp,1540,-------,13,440,16103,24798600,clien-12,Switch2,2.517744,2.517744,2.527867,0,328.491489,505876,1540,0.236498,0,2.517744,2.548114,1,50.021057,Normal
18.1,24.38,362271,18,22,cbr,1000,-------,39,1052,6250,6250000,clien-18,Switch2,33.416,33.416,33.42608,0,124.941028,124941,1000,0.059605,0.001438,33.416,33.447678,25,75.0236,Normal
9.1,24.29,612672,23,24,cbr,1000,-------,30,4814,6250,6250000,Router,server1,63.53288,63.5336,63.54368,0.00072,124.940828,124941,1000,0.059605,0.00144,63.512,63.54368,25,75.02368,Normal
24.12,12,218279,24,23,ack,55,-------,13,6809,16103,885665,server1,Router,21.766074,21.766074,21.776077,0,328.491596,18067,55,0.008446,0,21.766074,21.796083,1.030026,50.051067,Normal
24.5,5,392997,23,21,ack,55,-------,6,11408,16091,885005,Router,Switch1,35.78273,35.78273,35.792734,0,328.204851,18051.3,55,0.00844,0,35.772727,35.802737,1.030042,50.057349,Normal
15,24.15,111432,22,23,tcp,1540,-------,16,3481,16092,24781700,Switch2,Router,11.715115,11.715115,11.725238,0,328.205808,505437,1540,0.236337,0,11.704992,11.735362,1,50.030211,Normal
4.1,24.24,633229,21,23,cbr,1000,-------,25,5835,6250,6250000,Switch1,Router,71.69008,71.6904,71.70048,0.00032,124.942826,124943,1000,0.059605,0.00064,71.68,71.71088,25,75.02288,Normal
24.1,10,225284,23,22,ack,55,-------,11,7030,16103,885665,Router,Switch2,22.435563,22.435563,22.445566,0,328.561918,18070.9,55,0.008446,0,22.42556,22.45557,1.030013,50.040562,Normal
4,24.4,340142,21,23,tcp,1540,-------,5,10085,16091,24780100,Switch1,Router,31.728407,31.728407,31.73853,0,328.217832,505455,1540,0.236321,0,31.718284,31.748654,1,50.025368,Normal
8,24.8,32647,23,24,tcp,1540,-------,9,1020,16088,24775500,Router,server1,4.30525,4.30525,4.315373,0,328.11323,505294,1540,0.236278,0,4.285003,4.315373,1,50.031854,Normal
24.12,12,449346,24,23,ack,55,-------,13,12832,16103,885665,server1,Router,40.095973,40.095973,40.105976,0,328.491596,18067,55,0.008446,0,40.095973,40.125982,1.030026,50.051067,Normal
3,24.3,65268,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,62.015243,62.025728,62.040971,0.010485,23.16168,1517910,65535.2,0.131248,0.0667,62,62.0667,0,9.0667,Smurf
24.7,7,31208,21,7,ack,55,-------,8,967,16090,884950,Switch1,clien-7,4.167301,4.167301,4.177304,0,328.167767,18049.2,55,0.00844,0,4.147294,4.177304,1.030051,50.059851,Normal
24.9,9,514592,23,21,ack,55,-------,10,14469,16085,884675,Router,Switch1,45.109954,45.109954,45.119957,0,328.064183,18043.5,55,0.008437,0,45.09995,45.12996,1.030058,50.060098,Normal
7,24.7,417687,23,24,tcp,1540,-------,8,12038,16090,24778600,Router,server1,37.687114,37.687114,37.697237,0,328.167486,505378,1540,0.236307,0,37.666867,37.697237,1,50.029842,Normal
14,24.14,46051,23,24,tcp,1540,-------,15,1442,16103,24798600,Router,server1,5.563603,5.563603,5.573726,0,328.431807,505785,1540,0.236498,0,5.543357,5.573726,1,50.029965,Normal
15,24.15,246761,23,24,tcp,1540,-------,16,7701,16092,24781700,Router,server1,24.465619,24.465619,24.475742,0,328.205808,505437,1540,0.236337,0,24.445373,24.475742,1,50.030211,Normal
14,24.14,442824,14,22,tcp,1540,-------,15,12672,16103,24798600,clien-14,Switch2,39.594563,39.594563,39.604686,0,328.431807,505785,1540,0.236498,0.000176,39.594563,39.625109,1,50.029965,Normal
10.2,24.52,33657,22,23,cbr,1500,-------,31,1223,8655,12982500,switch2,router,32.347051,32.348131,32.358251,0.00108,962.684973,1444030,1500,0.123811,0.033311,32.336571,32.369882,1,9.99048,UDP-Flood
24.9,9,96435,24,23,ack,55,-------,10,3001,16085,884675,server1,Router,10.29624,10.29624,10.306243,0,328.064183,18043.5,55,0.008437,0,10.29624,10.32625,1.030058,50.060098,UDP-Flood
24.4,4,292514,23,21,ack,55,-------,5,8874,16091,885005,Router,Switch1,28.074138,28.074138,28.084141,0,328.218006,18052,55,0.00844,0,28.064134,28.094144,1.030035,50.055377,Normal
24.1,1,139154,21,1,ack,55,-------,2,4332,16091,885005,Switch1,clien-1,14.337013,14.337013,14.347016,0,328.297902,18056.4,55,0.00844,0,14.317006,14.347016,1.030016,50.043427,Normal
7,24.7,128112,7,21,tcp,1540,-------,8,3993,16090,24778600,clien-7,Switch1,13.278178,13.278178,13.288301,0,328.167486,505378,1540,0.236307,0,13.278178,13.308547,1,50.029842,Normal
5.1,24.25,495648,5,21,cbr,1000,-------,26,2331,6250,6250000,clien-5,Switch1,43.648,43.648,43.65808,0,124.942427,124942,1000,0.059605,0.000902,43.648,43.679142,25,75.02304,Normal
25,20,67435,25,23,tcp,576,-------,0,578345,7110,4092144,webcache,router,63.972464,63.997023,64.036239,0.024559,95.145988,54761.052361,575.547679,0.039026,0.113037,63.972464,64.085501,1.27255,75.999821,Normal
25,20,76833,23,21,tcp,576,-------,0,1088081,7110,4092144,router,switch1,72.902415,72.902415,72.912461,0,95.145988,54761.052361,575.547679,0.039026,0.113037,72.83864,72.951677,1.27255,75.999821,Normal
16.1,24.36,608907,23,24,cbr,1000,-------,37,4627,6250,6250000,Router,server1,62.03664,62.0372,62.04728,0.00056,124.941827,124942,1000,0.059605,0.00104,62.016,62.04728,25,75.02328,Normal
24.4,4,1174,24,23,tcp,64,-------,0,-1,210,13440,server1,router,2.077185,2.077185,2.08719,0,23.255773,1488.369456,64,0.000128,0.030016,2.077185,2.107201,0.077185,9.107201,Normal
25,20,64485,23,21,ack,576,-------,0,420225,7110,4095360,router,switch1,61.280527,61.280527,61.290573,0,95.145988,54804.1,576,0.039056,0.126925,61.202864,61.329789,1.27255,75.999821,Normal
24,0,435710,23,21,ack,55,-------,1,12484,16091,885005,Router,Switch1,39.058696,39.058696,39.068699,0,328.316229,18057.4,55,0.00844,0,39.048693,39.078703,1.03001,50.040685,Normal
6.1,24.26,633372,21,23,cbr,1000,-------,27,5842,6250,6250000,Switch1,Router,71.74608,71.74656,71.75664,0.00048,124.942027,124942,1000,0.059605,0.00096,71.736,71.7672,25,75.0232,Normal
14.2,24.56,57534,14,22,cbr,1500,-------,35,2205,9108,13662000,client-14,switch2,54.686857,54.687217,54.697337,0.00036,1016.4372,1524660,1500,0.130291,0.03528,54.686857,54.722137,1,9.960711,UDP-Flood
24.2,2,214281,21,2,ack,55,-------,3,6682,16091,885005,Switch1,clien-2,21.407046,21.407046,21.41705,0,328.26412,18054.5,55,0.00844,0,21.38704,21.41705,1.030022,50.048477,Normal
3.2,24.45,1928,21,23,cbr,1500,-------,24,71,8655,12982500,switch1,router,2.80824,2.80848,2.8186,0.00024,962.684973,1444030,1500,0.123811,0.03108,2.798,2.82908,1,9.99048,UDP-Flood
24.8,8,551496,24,23,ack,55,-------,9,15391,16088,884840,server1,Router,47.928935,47.928935,47.938938,0,328.113525,18046.2,55,0.008438,0,47.928935,47.958944,1.030054,50.061864,Normal
24.8,8,1696,24,23,ack,55,-------,9,47,16088,884840,server1,Router,1.369974,1.369974,1.379978,0,328.113525,18046.2,55,0.008438,0,1.369974,1.399984,1.030054,50.061864,Normal
24.3,3,27274,21,3,ack,55,-------,4,843,16091,885005,Switch1,clien-3,3.799358,3.799358,3.809362,0,328.241051,18053.3,55,0.00844,0,3.779352,3.809362,1.030029,50.051929,Normal
24.5,5,36750,24,23,ack,55,-------,6,1134,16091,885005,server1,Router,4.668778,4.668778,4.678781,0,328.204851,18051.3,55,0.00844,0,4.668778,4.698787,1.030042,50.057349,Normal
14,24.14,185124,14,22,tcp,1540,-------,15,5771,16103,24798600,clien-14,Switch2,18.643179,18.643179,18.653302,0,328.431807,505785,1540,0.236498,0,18.643179,18.673549,1,50.029965,Normal
24.14,14,533587,23,22,ack,55,-------,15,14952,16103,885665,Router,Switch2,46.567266,46.567266,46.577269,0,328.432001,18063.8,55,0.008446,0,46.557262,46.587272,1.030038,50.059974,Normal
24.2,2,459629,24,23,ack,55,-------,3,13090,16091,885005,server1,Router,40.883291,40.883291,40.893294,0,328.26412,18054.5,55,0.00844,0,40.883291,40.913301,1.030022,50.048477,Normal
1,24.1,262541,21,23,tcp,1540,-------,2,8133,16091,24780100,Switch1,Router,25.773728,25.773728,25.783851,0,328.297855,505578,1540,0.236321,0,25.763605,25.793974,1,50.013418,Normal
7,24.7,125108,23,24,tcp,1540,-------,8,3909,16090,24778600,Router,server1,13.013902,13.013902,13.024026,0,328.167486,505378,1540,0.236307,0,12.993656,13.024026,1,50.029842,Normal
24,0,294404,24,23,ack,55,-------,1,8926,16091,885005,server1,Router,28.209402,28.209402,28.219405,0,328.316229,18057.4,55,0.00844,0,28.209402,28.239411,1.03001,50.040685,Normal
24.8,8,315285,21,8,ack,55,-------,9,9450,16088,884840,Switch1,clien-8,29.830016,29.830016,29.840019,0,328.113525,18046.2,55,0.008438,0,29.81001,29.840019,1.030054,50.061864,Normal
24.1,10,438895,24,23,ack,55,-------,11,12579,16103,885665,server1,Router,39.293781,39.293781,39.303784,0,328.561918,18070.9,55,0.008446,0,39.293781,39.323791,1.030013,50.040562,Normal
24.12,12,444641,23,22,ack,55,-------,13,12720,16103,885665,Router,Switch2,39.744048,39.744048,39.754051,0,328.491596,18067,55,0.008446,0,39.734045,39.764055,1.030026,50.051067,Normal
24.5,5,126478,23,21,ack,55,-------,6,3941,16091,885005,Router,Switch1,13.133963,13.133963,13.143966,0,328.204851,18051.3,55,0.00844,0,13.12396,13.15397,1.030042,50.057349,Normal
24.11,11,468364,24,23,ack,55,-------,12,13320,16103,885665,server1,Router,41.553043,41.553043,41.563046,0,328.522947,18068.8,55,0.008446,0,41.553043,41.583053,1.030019,50.046382,Normal
0.2,24.42,38770,0,21,cbr,692,-------,21,1487,9108,6302740,client-0,switch1,37.132571,37.133171,37.143227,0.0006,1016.54917,703452,692,0.060108,0.036296,37.132571,37.168867,1,9.959724,UDP-Flood
12,24.12,35055,12,22,tcp,1540,-------,13,1095,16103,24798600,clien-12,Switch2,4.509149,4.509149,4.519272,0,328.491489,505876,1540,0.236498,0,4.509149,4.539518,1,50.021057,Normal
10.1,24.3,609265,23,24,cbr,1000,-------,31,4645,6250,6250000,Router,server1,62.18016,62.18024,62.19032,0.00008,124.944225,124944,1000,0.059605,0.00008,62.16,62.19032,25,75.02232,Normal
8,24.8,236096,8,21,tcp,1540,-------,9,7368,16088,24775500,clien-8,Switch1,23.440433,23.440433,23.450556,0,328.11323,505294,1540,0.236278,0,23.440433,23.470803,1,50.031854,Normal
5,24.5,545044,21,23,tcp,1540,-------,6,15246,16091,24780100,Switch1,Router,47.444682,47.444682,47.454805,0,328.204637,505434,1540,0.236321,0.001438,47.434558,47.466366,1,50.027339,Normal
24,0,4129,23,21,ack,55,-------,1,127,16091,885005,Router,Switch1,1.612008,1.612008,1.622011,0,328.316229,18057.4,55,0.00844,0,1.602005,1.632014,1.03001,50.040685,Normal
8,24.8,499846,23,24,tcp,1540,-------,9,14104,16088,24775500,Router,server1,43.989554,43.990477,44.0006,0.000923,328.11323,505294,1540,0.236278,0.001599,43.96863,44.0006,1,50.031854,Normal
3.1,24.23,614905,21,23,cbr,1000,-------,24,4925,6250,6250000,Switch1,Router,64.41008,64.41032,64.4204,0.00024,124.943226,124943,1000,0.059605,0.00048,64.4,64.43072,25,75.02272,Normal
7.1,24.27,592160,23,24,cbr,1000,-------,28,3796,6250,6250000,Router,server1,55.38872,55.38928,55.39936,0.00056,124.941627,124942,1000,0.059605,0.00112,55.368,55.39936,25,75.02336,Normal
7,24.7,534389,21,23,tcp,1540,-------,8,14979,16090,24778600,Switch1,Router,46.628368,46.628368,46.638491,0,328.167486,505378,1540,0.236307,0.000204,46.618245,46.648818,1,50.029842,Normal
14,24.14,319379,14,22,tcp,1540,-------,15,9565,16103,24798600,clien-14,Switch2,30.123705,30.123705,30.133828,0,328.431807,505785,1540,0.236498,0,30.123705,30.154074,1,50.029965,Normal
0,24,255052,21,23,tcp,1540,-------,1,7945,16091,24780100,Switch1,Router,25.197776,25.197776,25.207899,0,328.316229,505606,1540,0.236321,0.001723,25.187653,25.219746,1,50.010675,Normal
24.13,13,234184,24,23,ack,55,-------,14,7296,16103,885665,server1,Router,23.26052,23.26052,23.270523,0,328.460278,18065.3,55,0.008446,0,23.26052,23.29053,1.030032,50.055747,Normal
15,24.15,234038,22,23,tcp,1540,-------,16,7306,16092,24781700,Switch2,Router,23.261135,23.261135,23.271259,0,328.205808,505437,1540,0.236337,0,23.251012,23.281382,1,50.030211,Normal
24.4,4,223957,24,23,ack,55,-------,5,6981,16091,885005,server1,Router,22.298765,22.298765,22.308768,0,328.218006,18052,55,0.00844,0,22.298765,22.328774,1.030035,50.055377,Normal
11,24.11,43525,23,24,tcp,1540,-------,12,1363,16103,24798600,Router,server1,5.327754,5.327754,5.337877,0,328.522879,505925,1540,0.236498,0,5.307507,5.337877,1,50.016373,Normal
10,24.1,352532,22,23,tcp,1540,-------,11,10409,16103,24798600,Switch2,Router,32.677935,32.677935,32.688058,0,328.561898,505985,1540,0.236498,0,32.667812,32.698182,1,50.010552,Normal
24.2,2,539749,23,21,ack,55,-------,3,15105,16091,885005,Router,Switch1,47.039815,47.039815,47.049818,0,328.26412,18054.5,55,0.00844,0,47.029811,47.059821,1.030022,50.048477,Normal
24.9,9,19687,24,23,ack,55,-------,10,604,16085,884675,server1,Router,3.061085,3.061085,3.071088,0,328.064183,18043.5,55,0.008437,0,3.061085,3.091094,1.030058,50.060098,Normal
14,24.14,526095,23,24,tcp,1540,-------,15,14775,16103,24798600,Router,server1,46.002392,46.002392,46.012515,0,328.431807,505785,1540,0.236498,0,45.982146,46.012515,1,50.029965,Normal
24,0,113454,23,21,ack,55,-------,1,3532,16091,885005,Router,Switch1,11.908515,11.908515,11.918518,0,328.316229,18057.4,55,0.00844,0,11.898512,11.928522,1.03001,50.040685,Normal
